,Date,Nasdaq_close,Dow_close,BTC_close,SP_close
56,2014-03-25,4234.27,16367.8799,,1865.62
57,2014-03-26,4173.5801,16268.9902,,1852.5601
58,2014-03-27,4151.23,16264.2305,,1849.04
59,2014-03-28,4155.7598,16323.0596,,1857.62
60,2014-03-31,4198.9902,16457.6602,,1872.34
61,2014-04-01,4268.04,16532.6094,,1885.52
62,2014-04-02,4276.46,16573.0,,1890.9
63,2014-04-03,4237.7402,16572.5508,,1888.77
64,2014-04-04,4127.73,16412.7109,,1865.09
65,2014-04-07,4079.75,16245.8701,,1845.04
66,2014-04-08,4112.9902,16256.1396,,1851.96
67,2014-04-09,4183.8999,16437.1797,,1872.1801
68,2014-04-10,4054.1101,16170.2197,,1833.08
69,2014-04-11,3999.73,16026.75,,1815.6899
70,2014-04-14,4022.6899,16173.2402,,1830.61
71,2014-04-15,4034.1599,16262.5596,,1842.98
72,2014-04-16,4086.23,16424.8496,,1862.3101
73,2014-04-17,4095.52,16408.5391,,1864.85
74,2014-04-21,4121.5498,16449.25,,1871.89
75,2014-04-22,4161.46,16514.3691,,1879.55
76,2014-04-23,4126.9702,16501.6504,,1875.39
77,2014-04-24,4148.3398,16501.6504,,1878.61
78,2014-04-25,4075.5601,16361.46,,1863.4
79,2014-04-28,4074.3999,16448.7402,,1869.4301
80,2014-04-29,4103.54,16535.3691,,1878.33
81,2014-04-30,4114.5601,16580.8398,,1883.95
82,2014-05-01,4127.4502,16558.8691,,1883.6801
83,2014-05-02,4123.8999,16512.8906,,1881.14
84,2014-05-05,4138.0601,16530.5508,,1884.66
85,2014-05-06,4080.76,16401.0195,,1867.72
86,2014-05-07,4067.6699,16518.5391,,1878.21
87,2014-05-08,4051.5,16550.9707,,1875.63
88,2014-05-09,4071.8701,16583.3398,,1878.48
89,2014-05-12,4143.8599,16695.4707,,1896.65
90,2014-05-13,4130.1699,16715.4395,,1897.45
91,2014-05-14,4100.6299,16613.9707,,1888.53
92,2014-05-15,4069.29,16446.8105,,1870.85
93,2014-05-16,4090.5901,16491.3105,,1877.86
94,2014-05-19,4125.8101,16511.8594,,1885.08
95,2014-05-20,4096.8901,16374.3096,,1872.83
96,2014-05-21,4131.54,16533.0605,,1888.03
97,2014-05-22,4154.3398,16543.0801,,1892.49
98,2014-05-23,4185.8101,16606.2695,,1900.53
99,2014-05-27,4237.0698,16675.5,,1911.91
100,2014-05-28,4225.0801,16633.1797,,1909.78
101,2014-05-29,4247.9502,16698.7402,,1920.03
102,2014-05-30,4242.6201,16717.1699,,1923.5699
103,2014-06-02,4237.2002,16743.6309,,1924.97
104,2014-06-03,4234.0801,16722.3398,,1924.24
105,2014-06-04,4251.6401,16737.5293,,1927.88
106,2014-06-05,4296.23,16836.1094,,1940.46
107,2014-06-06,4321.3999,16924.2793,,1949.4399
108,2014-06-09,4336.2402,16943.0996,,1951.27
109,2014-06-10,4338.0,16945.9199,,1950.79
110,2014-06-11,4331.9302,16843.8809,,1943.89
111,2014-06-12,4297.6299,16734.1895,,1930.11
112,2014-06-13,4310.6499,16775.7402,,1936.16
113,2014-06-16,4321.1001,16781.0098,,1937.78
114,2014-06-17,4337.23,16808.4902,,1941.99
115,2014-06-18,4362.8398,16906.6191,,1956.98
116,2014-06-19,4359.3301,16921.4609,,1959.48
117,2014-06-20,4368.04,16947.0801,,1962.87
118,2014-06-23,4368.6802,16937.2598,,1962.61
119,2014-06-24,4350.3501,16818.1309,,1949.98
120,2014-06-25,4379.7598,16867.5098,,1959.53
121,2014-06-26,4379.0498,16846.1309,,1957.22
122,2014-06-27,4397.9302,16851.8398,,1960.96
123,2014-06-30,4408.1802,16826.5996,,1960.23
124,2014-07-01,4458.6499,16956.0703,,1973.3199
125,2014-07-02,4457.73,16976.2402,,1974.62
126,2014-07-03,4485.9302,17068.2598,,1985.4399
127,2014-07-07,4451.5298,17024.2109,,1977.65
128,2014-07-08,4391.46,16906.6191,,1963.71
129,2014-07-09,4419.0298,16985.6094,,1972.83
130,2014-07-10,4396.2002,16915.0703,,1964.6801
131,2014-07-11,4415.4902,16943.8105,,1967.5699
132,2014-07-14,4440.4199,17055.4199,,1977.1
133,2014-07-15,4416.3901,17060.6797,,1973.28
134,2014-07-16,4425.9702,17138.1992,,1981.5699
135,2014-07-17,4363.4502,16976.8105,,1958.12
136,2014-07-18,4432.1499,17100.1797,,1978.22
137,2014-07-21,4424.7002,17051.7305,,1973.63
138,2014-07-22,4456.02,17113.5391,,1983.53
139,2014-07-23,4473.7002,17086.6309,,1987.01
140,2014-07-24,4472.1099,17083.8008,,1987.98
141,2014-07-25,4449.5601,16960.5703,,1978.34
142,2014-07-28,4444.9102,16982.5898,,1978.91
143,2014-07-29,4442.7002,16912.1094,,1969.95
144,2014-07-30,4462.8999,16880.3594,,1970.0699
145,2014-07-31,4369.77,16563.3008,,1930.67
146,2014-08-01,4352.6401,16493.3691,,1925.15
147,2014-08-04,4383.8901,16569.2793,,1938.99
148,2014-08-05,4352.8398,16429.4707,,1920.21
149,2014-08-06,4355.0498,16443.3398,,1920.24
150,2014-08-07,4334.9702,16368.2695,,1909.5699
151,2014-08-08,4370.8999,16553.9297,,1931.59
152,2014-08-11,4401.3301,16569.9805,,1936.92
153,2014-08-12,4389.25,16560.5391,,1933.75
154,2014-08-13,4434.1299,16651.8008,,1946.72
155,2014-08-14,4453.0,16713.5801,,1955.1801
156,2014-08-15,4464.9302,16662.9102,,1955.0601
157,2014-08-18,4508.3101,16838.7402,,1971.74
158,2014-08-19,4527.5098,16919.5898,,1981.6
159,2014-08-20,4526.48,16979.1309,,1986.51
160,2014-08-21,4532.1001,17039.4902,,1992.37
161,2014-08-22,4538.5498,17001.2207,,1988.4
162,2014-08-25,4557.3501,17076.8691,,1997.92
163,2014-08-26,4570.6401,17106.6992,,2000.02
164,2014-08-27,4569.6201,17122.0098,,2000.12
165,2014-08-28,4557.7002,17079.5703,,1996.74
166,2014-08-29,4580.27,17098.4492,,2003.37
167,2014-09-02,4598.1899,17067.5605,,2002.28
168,2014-09-03,4572.5601,17078.2793,,2000.72
169,2014-09-04,4562.29,17069.5801,,1997.65
170,2014-09-05,4582.8999,17137.3594,,2007.71
171,2014-09-08,4592.29,17111.4199,,2001.54
172,2014-09-09,4552.29,17013.8691,,1988.4399
173,2014-09-10,4586.52,17068.7109,,1995.6899
174,2014-09-11,4591.8101,17049.0,,1997.45
175,2014-09-12,4567.6001,16987.5098,,1985.54
176,2014-09-15,4518.8999,17031.1406,,1984.13
177,2014-09-16,4552.7598,17131.9707,,1998.98
178,2014-09-17,4562.1899,17156.8496,,2001.5699
179,2014-09-18,4593.4302,17265.9902,,2011.36
180,2014-09-19,4579.79,17279.7402,,2010.4
181,2014-09-22,4527.6899,17172.6797,,1994.29
182,2014-09-23,4508.6899,17055.8691,,1982.77
183,2014-09-24,4555.2202,17210.0605,,1998.3
184,2014-09-25,4466.75,16945.8008,,1965.99
185,2014-09-26,4512.1899,17113.1504,,1982.85
186,2014-09-29,4505.8501,17071.2207,,1977.8
187,2014-09-30,4493.3901,17042.9004,,1972.29
188,2014-10-01,4422.0898,16804.7109,,1946.16
189,2014-10-02,4430.2002,16801.0508,,1946.17
190,2014-10-03,4475.6201,17009.6895,,1967.9
191,2014-10-06,4454.7998,16991.9102,,1964.8199
192,2014-10-07,4385.2002,16719.3906,,1935.1
193,2014-10-08,4468.5898,16994.2207,,1968.89
194,2014-10-09,4378.3398,16659.25,,1928.21
195,2014-10-10,4276.2402,16544.0996,,1906.13
196,2014-10-13,4213.6602,16321.0703,,1874.74
197,2014-10-14,4227.1699,16315.1904,,1877.7
198,2014-10-15,4215.3198,16141.7402,,1862.49
199,2014-10-16,4217.3901,16117.2402,,1862.76
200,2014-10-17,4258.4399,16380.4102,,1886.76
201,2014-10-20,4316.0698,16399.6699,,1904.01
202,2014-10-21,4419.48,16614.8105,,1941.28
203,2014-10-22,4382.8501,16461.3203,,1927.11
204,2014-10-23,4452.79,16677.9004,,1950.8199
205,2014-10-24,4483.7202,16805.4102,,1964.58
206,2014-10-27,4485.9302,16817.9395,,1961.63
207,2014-10-28,4564.29,17005.75,,1985.05
208,2014-10-29,4549.23,16974.3105,,1982.3
209,2014-10-30,4566.1401,17195.4199,,1994.65
210,2014-10-31,4630.7402,17390.5195,,2018.05
211,2014-11-03,4638.9102,17366.2402,,2017.8101
212,2014-11-04,4623.6401,17383.8398,,2012.1
213,2014-11-05,4620.7202,17484.5293,,2023.5699
214,2014-11-06,4638.4702,17554.4707,,2031.21
215,2014-11-07,4632.5298,17573.9297,,2031.92
216,2014-11-10,4651.6201,17613.7402,,2038.26
217,2014-11-11,4660.5601,17614.9004,,2039.6801
218,2014-11-12,4675.1401,17612.1992,,2038.25
219,2014-11-13,4680.1401,17652.7891,,2039.33
220,2014-11-14,4688.54,17634.7402,,2039.8199
221,2014-11-17,4671.0,17647.75,,2041.3199
222,2014-11-18,4702.4399,17687.8203,,2051.8
223,2014-11-19,4675.71,17685.7305,,2048.72
224,2014-11-20,4701.8701,17719.0,,2052.75
225,2014-11-21,4712.9702,17810.0605,,2063.5
226,2014-11-24,4754.8901,17817.9004,,2069.4099
227,2014-11-25,4758.25,17814.9395,,2067.03
228,2014-11-26,4787.3198,17827.75,,2072.8301
229,2014-11-28,4791.6299,17828.2402,,2067.5601
1115,2014-11-30,,,300.0,
230,2014-12-01,4727.3501,17776.8008,377.0,2053.4399
231,2014-12-02,4755.8101,17879.5508,378.0,2066.55
232,2014-12-03,4774.4702,17912.6191,377.1,2074.3301
233,2014-12-04,4769.4399,17900.0996,,2071.9199
234,2014-12-05,4780.7598,17958.7891,378.0,2075.3701
235,2014-12-08,4740.6899,17852.4805,375.0,2060.3101
236,2014-12-09,4766.4702,17801.1992,360.5,2059.8201
237,2014-12-10,4684.02,17533.1504,,2026.14
238,2014-12-11,4708.1602,17596.3398,350.0,2035.33
239,2014-12-12,4653.6001,17280.8301,,2002.33
240,2014-12-15,4605.1602,17180.8398,,1989.63
241,2014-12-16,4547.8301,17068.8691,,1972.74
242,2014-12-17,4644.3101,17356.8691,,2012.89
243,2014-12-18,4748.3999,17778.1504,340.0,2061.23
244,2014-12-19,4765.3799,17804.8008,,2070.6499
245,2014-12-22,4781.4199,17959.4395,,2078.54
246,2014-12-23,4765.4199,18024.1699,,2082.1699
247,2014-12-24,4773.4702,18030.2109,,2081.8799
248,2014-12-26,4806.8599,18053.7109,,2088.77
249,2014-12-29,4806.9102,18038.2305,,2090.5701
250,2014-12-30,4777.4399,17983.0703,,2080.3501
251,2014-12-31,4736.0498,17823.0703,,2058.8999
252,2015-01-02,4726.8101,17832.9902,,2058.2
253,2015-01-05,4652.5698,17501.6504,,2020.58
254,2015-01-06,4592.7402,17371.6406,,2002.61
255,2015-01-07,4650.4702,17584.5195,275.44,2025.9
256,2015-01-08,4736.1899,17907.8691,288.99,2062.1399
257,2015-01-09,4704.0698,17737.3691,,2044.8101
258,2015-01-12,4664.71,17640.8398,260.0,2028.26
259,2015-01-13,4661.5,17613.6797,219.63,2023.03
260,2015-01-14,4639.3198,17427.0898,150.0,2011.27
261,2015-01-15,4570.8198,17320.7109,189.0,1992.67
262,2015-01-16,4634.3799,17511.5703,210.0,2019.42
1116,2015-01-17,,,184.0,
1117,2015-01-18,,,225.51,
1118,2015-01-19,,,225.51,
263,2015-01-20,4654.8501,17515.2305,224.0,2022.55
264,2015-01-21,4667.4199,17554.2793,246.62,2032.12
265,2015-01-22,4750.3999,17813.9805,226.32,2063.1499
266,2015-01-23,4757.8799,17672.5996,216.0,2051.8201
1119,2015-01-24,,,250.91,
1120,2015-01-25,,,283.28,
267,2015-01-26,4771.7598,17678.6992,258.73,2057.0901
268,2015-01-27,4681.5,17387.2109,257.89,2029.55
269,2015-01-28,4637.9902,17191.3691,232.74,2002.16
270,2015-01-29,4683.4102,17416.8496,242.78,2021.25
271,2015-01-30,4635.2402,17164.9492,228.5,1994.99
1121,2015-01-31,,,218.15,
1122,2015-02-01,,,227.06,
272,2015-02-02,4676.6899,17361.0391,239.3,2020.85
273,2015-02-03,4727.7402,17666.4004,226.51,2050.03
274,2015-02-04,4716.7002,17673.0195,224.66,2041.51
275,2015-02-05,4765.1001,17884.8809,218.1,2062.52
276,2015-02-06,4744.3999,17824.2891,224.42,2055.47
1123,2015-02-07,,,226.11,
1124,2015-02-08,,,222.35,
277,2015-02-09,4726.0098,17729.2109,218.54,2046.74
278,2015-02-10,4787.6401,17868.7598,221.0,2068.5901
279,2015-02-11,4801.1802,17862.1406,218.73,2068.53
280,2015-02-12,4857.6099,17972.3809,226.02,2088.48
281,2015-02-13,4893.8398,18019.3496,244.94,2096.99
1125,2015-02-14,,,256.46,
1126,2015-02-15,,,232.97,
1127,2015-02-16,,,235.98,
282,2015-02-17,4899.27,18047.5801,245.0,2100.3401
283,2015-02-18,4906.3599,18029.8496,237.78,2099.6799
284,2015-02-19,4924.7002,17985.7695,245.34,2097.45
285,2015-02-20,4955.9702,18140.4395,245.84,2110.3
1128,2015-02-21,,,246.31,
1129,2015-02-22,,,237.65,
286,2015-02-23,4960.9702,18116.8398,239.19,2109.6599
287,2015-02-24,4968.1201,18209.1895,239.46,2115.48
288,2015-02-25,4967.1401,18224.5703,237.5,2113.8601
289,2015-02-26,4987.8901,18214.4199,252.59,2110.74
290,2015-02-27,4963.5298,18132.6992,253.73,2104.5
1130,2015-02-28,,,254.79,
1131,2015-03-01,,,261.04,
291,2015-03-02,5008.1001,18288.6309,276.56,2117.3899
292,2015-03-03,4979.8999,18203.3691,280.92,2107.78
293,2015-03-04,4967.1401,18096.9004,270.4,2098.53
294,2015-03-05,4982.8101,18135.7207,275.11,2101.04
295,2015-03-06,4927.3701,17856.7793,272.8,2071.26
1132,2015-03-07,,,277.72,
1133,2015-03-08,,,278.41,
296,2015-03-09,4942.4399,17995.7207,296.15,2079.4299
297,2015-03-10,4859.79,17662.9395,292.73,2044.16
298,2015-03-11,4849.9399,17635.3906,294.21,2040.24
299,2015-03-12,4893.29,17895.2207,294.13,2065.95
300,2015-03-13,4871.7598,17749.3105,285.21,2053.3999
1134,2015-03-14,,,284.74,
1135,2015-03-15,,,293.39,
301,2015-03-16,4929.5098,17977.4199,292.71,2081.1899
302,2015-03-17,4937.4302,17849.0801,285.33,2074.28
303,2015-03-18,4982.8301,18076.1895,256.16,2099.5
304,2015-03-19,4992.3799,17959.0293,264.31,2089.27
305,2015-03-20,5026.4199,18127.6504,262.93,2108.1001
1136,2015-03-21,,,261.5,
1137,2015-03-22,,,269.3,
306,2015-03-23,5010.9702,18116.0391,267.26,2104.4199
307,2015-03-24,4994.73,18011.1406,248.46,2091.5
308,2015-03-25,4876.52,17718.5391,245.74,2061.05
309,2015-03-26,4863.3599,17678.2305,248.85,2056.1499
310,2015-03-27,4891.2202,17712.6602,251.98,2061.02
1138,2015-03-28,,,248.86,
1139,2015-03-29,,,246.36,
311,2015-03-30,4947.4399,17976.3105,248.35,2086.24
312,2015-03-31,4900.8799,17776.1191,245.05,2067.8899
313,2015-04-01,4880.23,17698.1797,247.87,2059.6899
314,2015-04-02,4886.9399,17763.2402,252.84,2066.96
1140,2015-04-03,,,254.84,
1141,2015-04-04,,,252.58,
1142,2015-04-05,,,261.1,
315,2015-04-06,4917.3198,17880.8496,255.03,2080.6201
316,2015-04-07,4910.23,17875.4199,253.99,2076.3301
317,2015-04-08,4950.8198,17902.5098,246.44,2081.8999
318,2015-04-09,4974.5601,17958.7305,243.0,2091.1799
319,2015-04-10,4995.98,18057.6504,237.42,2102.0601
1143,2015-04-11,,,237.8,
1144,2015-04-12,,,237.52,
320,2015-04-13,4988.25,17977.0391,223.85,2092.4299
321,2015-04-14,4977.29,18036.6992,222.9,2095.8401
322,2015-04-15,5011.02,18112.6094,226.96,2106.6299
323,2015-04-16,5007.79,18105.7695,229.21,2104.99
324,2015-04-17,4931.8101,17826.3008,223.92,2081.1799
1145,2015-04-18,,,224.28,
1146,2015-04-19,,,224.75,
325,2015-04-20,4994.6001,18034.9297,226.13,2100.3999
326,2015-04-21,5014.1001,17949.5898,235.16,2097.29
327,2015-04-22,5035.1699,18038.2695,233.02,2107.96
328,2015-04-23,5056.0601,18058.6895,233.89,2112.9299
329,2015-04-24,5092.0801,18080.1406,230.39,2117.6899
1147,2015-04-25,,,220.58,
1148,2015-04-26,,,220.14,
330,2015-04-27,5060.25,18037.9707,225.71,2108.9199
331,2015-04-28,5055.4199,18110.1406,225.43,2114.76
332,2015-04-29,5023.6401,18035.5293,226.46,2106.8501
333,2015-04-30,4941.4199,17840.5195,236.52,2085.51
334,2015-05-01,5005.3901,18024.0605,235.89,2108.29
1149,2015-05-02,,,236.63,
1150,2015-05-03,,,241.89,
335,2015-05-04,5016.9302,18070.4004,236.3,2114.49
336,2015-05-05,4939.3301,17928.1992,236.19,2089.46
337,2015-05-06,4919.6401,17841.9805,230.36,2080.1499
338,2015-05-07,4945.54,17924.0605,237.4,2088.0
339,2015-05-08,5003.5498,18191.1094,246.27,2116.1001
1151,2015-05-09,,,242.41,
1152,2015-05-10,,,241.11,
340,2015-05-11,4993.5698,18105.1699,241.04,2105.3301
341,2015-05-12,4976.1899,18068.2305,242.87,2099.1201
342,2015-05-13,4981.6899,18060.4902,237.2,2098.48
343,2015-05-14,5050.7998,18252.2402,237.99,2121.1001
344,2015-05-15,5048.29,18272.5605,237.43,2122.73
1153,2015-05-16,,,237.44,
1154,2015-05-17,,,236.89,
345,2015-05-18,5078.4399,18298.8809,234.22,2129.2
346,2015-05-19,5070.0298,18312.3906,233.09,2127.8301
347,2015-05-20,5071.7402,18285.4004,234.59,2125.8501
348,2015-05-21,5090.79,18285.7402,236.86,2130.8201
349,2015-05-22,5089.3599,18232.0195,240.21,2126.0601
1155,2015-05-23,,,239.38,
1156,2015-05-24,,,240.91,
1157,2015-05-25,,,237.17,
350,2015-05-26,5032.75,18041.5391,238.19,2104.2
351,2015-05-27,5106.5898,18162.9902,237.95,2123.48
352,2015-05-28,5097.98,18126.1191,237.66,2120.79
353,2015-05-29,5070.0298,18010.6797,235.93,2107.3899
1158,2015-05-30,,,233.67,
1159,2015-05-31,,,230.97,
354,2015-06-01,5082.9302,18040.3691,222.36,2111.73
355,2015-06-02,5076.52,18011.9395,226.47,2109.6001
356,2015-06-03,5099.23,18076.2695,224.73,2114.0701
357,2015-06-04,5059.1201,17905.5801,223.85,2095.8401
358,2015-06-05,5068.46,17849.4609,224.76,2092.8301
1160,2015-06-06,,,225.5,
1161,2015-06-07,,,224.21,
359,2015-06-08,5021.6299,17766.5508,228.66,2079.28
360,2015-06-09,5013.8701,17764.0391,229.1,2080.1499
361,2015-06-10,5076.6899,18000.4004,229.96,2105.2
362,2015-06-11,5082.5098,18039.3691,229.4,2108.8601
363,2015-06-12,5051.1001,17898.8398,230.13,2094.1101
1162,2015-06-13,,,233.42,
1163,2015-06-14,,,235.48,
364,2015-06-15,5029.9702,17791.1699,237.0,2084.4299
365,2015-06-16,5055.5498,17904.4805,249.93,2096.29
366,2015-06-17,5064.8799,17935.7402,245.84,2100.4399
367,2015-06-18,5132.9502,18115.8398,250.47,2121.24
368,2015-06-19,5117.0,18015.9492,242.63,2109.99
1164,2015-06-20,,,244.34,
1165,2015-06-21,,,245.54,
369,2015-06-22,5153.9702,18119.7793,247.78,2122.8501
370,2015-06-23,5160.0898,18144.0703,242.41,2124.2
371,2015-06-24,5122.4102,17966.0703,241.3,2108.5801
372,2015-06-25,5112.1899,17890.3594,242.08,2102.3101
373,2015-06-26,5080.5098,17946.6797,242.85,2101.49
1166,2015-06-27,,,250.51,
1167,2015-06-28,,,252.13,
374,2015-06-29,4958.4702,17596.3496,262.78,2057.6399
375,2015-06-30,4986.8701,17619.5098,260.25,2063.1101
376,2015-07-01,5013.1201,17757.9102,260.02,2077.4199
377,2015-07-02,5009.21,17730.1094,255.73,2076.78
1168,2015-07-03,,,256.1,
1169,2015-07-04,,,262.6,
1170,2015-07-05,,,269.13,
378,2015-07-06,4991.9399,17683.5801,270.5,2068.76
379,2015-07-07,4997.46,17776.9102,265.87,2081.3401
380,2015-07-08,4909.7598,17515.4199,269.6,2046.6801
381,2015-07-09,4922.3999,17548.6191,270.98,2051.3101
382,2015-07-10,4997.7002,17760.4102,289.66,2076.6201
1171,2015-07-11,,,301.63,
1172,2015-07-12,,,307.32,
383,2015-07-13,5071.5098,17977.6797,291.29,2099.6001
384,2015-07-14,5104.8901,18053.5801,287.95,2108.95
385,2015-07-15,5098.9399,18050.1699,289.04,2107.3999
386,2015-07-16,5163.1802,18120.25,279.42,2124.29
387,2015-07-17,5210.1401,18086.4492,279.76,2126.6399
1173,2015-07-18,,,278.44,
1174,2015-07-19,,,276.72,
388,2015-07-20,5218.8599,18100.4102,280.99,2128.28
389,2015-07-21,5208.1201,17919.2891,276.4,2119.21
390,2015-07-22,5171.77,17851.0391,278.31,2114.1499
391,2015-07-23,5146.4102,17731.9199,277.52,2102.1499
392,2015-07-24,5088.6299,17568.5293,289.99,2079.6499
1175,2015-07-25,,,289.05,
1176,2015-07-26,,,292.96,
393,2015-07-27,5039.7798,17440.5898,296.99,2067.6399
394,2015-07-28,5089.21,17630.2695,294.48,2093.25
395,2015-07-29,5111.73,17751.3906,290.12,2108.5701
396,2015-07-30,5128.7798,17745.9805,288.05,2108.6299
397,2015-07-31,5128.2798,17689.8594,283.6,2103.8401
1177,2015-08-01,,,278.65,
1178,2015-08-02,,,281.0,
398,2015-08-03,5115.3799,17598.1992,283.77,2098.04
399,2015-08-04,5105.5498,17550.6895,285.01,2093.3201
400,2015-08-05,5139.9399,17540.4707,281.83,2099.8401
401,2015-08-06,5056.4399,17419.75,278.09,2083.5601
402,2015-08-07,5043.54,17373.3809,278.77,2077.5701
1179,2015-08-08,,,262.02,
1180,2015-08-09,,,267.07,
403,2015-08-10,5101.7998,17615.1699,267.25,2104.1799
404,2015-08-11,5036.79,17402.8398,270.95,2084.0701
405,2015-08-12,5044.3901,17402.5098,265.43,2086.05
406,2015-08-13,5033.5601,17408.25,264.04,2083.3899
407,2015-08-14,5048.2402,17477.4004,266.77,2091.54
1181,2015-08-15,,,261.68,
1182,2015-08-16,,,260.51,
408,2015-08-17,5091.7002,17545.1797,255.45,2102.4399
409,2015-08-18,5059.3501,17511.3398,233.28,2096.9199
410,2015-08-19,5019.0498,17348.7305,233.54,2079.6101
411,2015-08-20,4877.4902,16990.6895,235.27,2035.73
412,2015-08-21,4706.04,16459.75,234.0,1970.89
1183,2015-08-22,,,232.99,
1184,2015-08-23,,,227.83,
413,2015-08-24,4526.25,15871.3496,208.54,1893.21
414,2015-08-25,4506.4902,15666.4404,222.66,1867.61
415,2015-08-26,4697.54,16285.5098,224.31,1940.51
416,2015-08-27,4812.71,16654.7695,223.53,1987.66
417,2015-08-28,4828.3198,16643.0098,231.89,1988.87
1185,2015-08-29,,,230.47,
1186,2015-08-30,,,228.15,
418,2015-08-31,4776.5098,16528.0293,229.01,1972.1801
419,2015-09-01,4636.1001,16058.3496,226.62,1913.85
420,2015-09-02,4749.98,16351.3799,229.53,1948.86
421,2015-09-03,4733.5,16374.7598,228.32,1951.13
422,2015-09-04,4683.9199,16102.3799,230.86,1921.22
1187,2015-09-05,,,241.42,
1188,2015-09-06,,,239.97,
1189,2015-09-07,,,242.64,
423,2015-09-08,4811.9302,16492.6797,244.52,1969.41
424,2015-09-09,4756.5298,16253.5703,238.04,1942.04
425,2015-09-10,4796.25,16330.4004,240.98,1952.29
426,2015-09-11,4822.3398,16433.0898,240.26,1961.05
1190,2015-09-12,,,236.16,
1191,2015-09-13,,,229.88,
427,2015-09-14,4805.7598,16370.96,231.8,1953.03
428,2015-09-15,4860.52,16599.8496,231.57,1978.09
429,2015-09-16,4889.2402,16739.9492,230.28,1995.3101
430,2015-09-17,4893.9502,16674.7402,233.78,1990.2
431,2015-09-18,4827.23,16384.5801,233.26,1958.03
1192,2015-09-19,,,232.44,
1193,2015-09-20,,,228.66,
432,2015-09-21,4828.9502,16510.1895,227.17,1966.97
433,2015-09-22,4756.7202,16330.4697,231.61,1942.74
434,2015-09-23,4752.7402,16279.8896,231.42,1938.76
435,2015-09-24,4734.48,16201.3203,234.87,1932.24
436,2015-09-25,4686.5,16314.6699,234.56,1931.34
1194,2015-09-26,,,234.71,
1195,2015-09-27,,,237.98,
437,2015-09-28,4543.9702,16001.8896,240.54,1881.77
438,2015-09-29,4517.3198,16049.1299,238.26,1884.09
439,2015-09-30,4620.1602,16284.7002,238.26,1920.03
440,2015-10-01,4627.0801,16272.0098,238.9,1923.8199
441,2015-10-02,4707.7798,16472.3691,238.71,1951.36
1196,2015-10-03,,,240.24,
